medium_id	original	base_compound	base_chebi_id	base_chebi_label	original_normalized	label_normalized	similarity
dsmz_933_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1485_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_1485_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_933_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_933_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1485_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_933_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1485_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1129_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1129_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1129_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1129_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1485_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1129_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_1129_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_933_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1136_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1530_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1485_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1136_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_1136_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1136_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1136_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_1136_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_1136_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1136_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1485_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
ccap_PE_composition	NaNO3	NaNO3	CHEBI:63005	sodium nitrate	nano3	sodium nitrate	0.0
dsmz_1733_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1485_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1733_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1733_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1733_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1733_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_1733_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_1733_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1733_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1733_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1232_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_834_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_834_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_253_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_253_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_253_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_253_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_253_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_253_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_253_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_253_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_253_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_946_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_73_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_589_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_589_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_589_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_589_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_589_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_157_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_946_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_946_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_157_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_253_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_253_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_95_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_95_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_95_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_95_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_514e_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_514e_composition	MgCl2	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_514e_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_514e_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_253_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_514e_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_655_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_655_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_946_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_946_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_253_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_253_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_253_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_253_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_514e_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_95_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_157_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_354_composition	MgSO4	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1397_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1397_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1397_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_1397_composition	MnSO4 x H2O	MnSO4	CHEBI:75211	manganese(2+) sulfate	mnso4	manganese sulfate	0.0
dsmz_1397_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1397_composition	CoSO4 7-hydrate	CoSO4	CHEBI:53470	cobalt(2+) sulfate	coso4	cobalt sulfate	0.0
dsmz_1397_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1397_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1397_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1397_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1397_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1397_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_1194_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1194_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1194_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1194_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1194_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1194_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1397_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_946_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1397_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1397_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_551_composition	MgSO4	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_752_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_752_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_752_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_752_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_752_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_752_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1592_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1397_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1592_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1592_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1592_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_946_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1592_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1592_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1397_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_946_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_946_composition	CoSO4 7-hydrate	CoSO4	CHEBI:53470	cobalt(2+) sulfate	coso4	cobalt sulfate	0.0
dsmz_1592_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_834_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_95_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_946_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1361_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_630_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_630_composition	CoCl2 4-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_630_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_630_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_630_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_630_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1361_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_1361_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_236_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_28_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_28_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_28_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1361_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_28_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_28_composition	KCL	KCL	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1361_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_28_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_236_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_28_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_630_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_630_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_834_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_834_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_834_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_834_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_834_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_834_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_834_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_834_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1361_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_834_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_246a_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_246a_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_246a_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_246a_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_246a_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_246a_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_465h_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_465h_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_834_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_95_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_28_composition	MnCl2 2-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_28_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_534_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_534_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_534_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1361_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_534_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_534_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_709_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_709_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_534_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_709_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_95_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_95_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_95_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_95_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_95_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_95_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_95_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_95_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_946_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_28_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_737_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_737_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_28_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_28_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_28_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_331_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_331_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1361_composition	FeCl3 6-hydrate	FeCl3	CHEBI:30808	iron(2+) chloride	fecl3	iron chloride	0.0
dsmz_1361_composition	Na2S 9 H2O	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_331_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_737_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1361_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_331_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
ccap_MHY_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
ccap_MHY_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
ccap_NCL_0_01_NPA_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1361_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_737_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_737_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_737_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_331_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1232_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1232_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1686_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_674_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_674_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_477_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_477_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_477_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_477_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_477_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_841_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
ccap_S77_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
