medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source
dsmz_1251_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_1251_composition	MgCl2 6-hydrate		0.5		g/L			json
dsmz_1251_composition	Modified Wolin's mineral solution	solution:241	10.0		ml/L			json
dsmz_1251_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_1251_composition	MgSO4 7-hydrate							json
dsmz_1251_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_1251_composition	FeSO4 7-hydrate							json
dsmz_1251_composition	CoSO4 7-hydrate							json
dsmz_1251_composition	ZnSO4 7-hydrate							json
dsmz_1251_composition	CuSO4 5-hydrate							json
dsmz_1251_composition	Na2MoO4 2-hydrate							json
dsmz_1251_composition	NiCl2 6-hydrate							json
dsmz_1251_composition	Na2SeO3 5-hydrate							json
dsmz_1251_composition	Na2WO4 2-hydrate							json
dsmz_1052_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_1052_composition	Same as solutions A and B of medium 585, CYE-ACES agar.							json
dsmz_848_composition	Peptone	CAS-RN:73049-73-7	10.0		g/L			json
dsmz_848_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_848_composition	Na2HPO4 2-hydrate		1.5		g/L			json
dsmz_848_composition	Glacial acetic acid	PubChem:176	3.38		g/L			json
dsmz_1356_composition	Yeast Extract	CAS-RN:8013-01-2	0.1		g/L			json
dsmz_1356_composition	CaCl2 2-hydrate		0.5		g/L			json
dsmz_1356_composition	MgCl2 6-hydrate		0.1		g/L			json
dsmz_1356_composition	KH2PO4	PubChem:23710200	0.5		g/L			json
dsmz_1356_composition	12.0 g/l agar.							json
dsmz_1155_composition	MgSO4 7-hydrate		7.0		g/L			json
dsmz_1155_composition	MgCl2 x 6 H20	KEGG:C07755	5.5		g/L			json
dsmz_1155_composition	KH2PO4	PubChem:23710200	1.0		g/L			json
dsmz_1155_composition	CaCl2 2-hydrate		0.75		g/L			json
dsmz_1155_composition	SrCl2 6-hydrate		30.0		mg/L			json
dsmz_1368_composition	KH2PO4	PubChem:23710200	0.1		g/L			json
dsmz_1368_composition	MgSO4 7-hydrate		0.05		g/L			json
dsmz_1368_composition	CaCl2 2-hydrate		0.02		g/L			json
dsmz_1750_composition	with 50 g/l NaCl		1000.0		g/L			json
dsmz_1750_composition	Artificial Seawater suppl. with 50 g/I NaCl1)		1.0		g/L			json
dsmz_1750_composition	NaNO3	CAS-RN:7631-99-4	1.0		g/L			json
dsmz_1750_composition	with		50.0		g/L			json
dsmz_1750_composition	Solution	solution:2638						json
dsmz_1750_composition	2) Preparation of the “f/2” Trace Metal Working Stock Solution							json
dsmz_1750_composition	Na2-EDTA 2-hydrate							json
dsmz_1750_composition	FeCl3 6-hydrate							json
dsmz_1750_composition	MnCl2 4-hydrate							json
dsmz_1750_composition	ZnSO4 7-hydrate							json
dsmz_1750_composition	CoCl2 6-hydrate							json
dsmz_1750_composition	CuSO4 5-hydrate							json
dsmz_1750_composition	Na2MoO4 2-hydrate							json
dsmz_1750_composition	Primary Stock Solution							json
dsmz_1750_composition	Working Stock Solution	solution:5828						json
dsmz_1750_composition	3) Preparation of the Vitamin Working Stock Solution							json
dsmz_1553_composition	Peptone	CAS-RN:73049-73-7	0.25		g/L			json
dsmz_1553_composition	Yeast extract	CAS-RN:8013-01-2	0.25		g/L			json
dsmz_1553_composition	MgSO4 7-hydrate		0.02		g/L			json
dsmz_997_composition	NaNO3	CAS-RN:7631-99-4	1.0		g/L			json
dsmz_997_composition	Na2WO4 2-hydrate		0.1		mg/L			json
dsmz_997_composition	solution	solution:2638	100.0		g/L			json
dsmz_997_composition	g/l), NaHCO3 solution (100 g/l), Na2S solution (100 g/l); pH 7.5) and trace vitamin							json
dsmz_997_composition	CaCl2 2-hydrate							json
dsmz_997_composition	MgSO4 7-hydrate							json
dsmz_997_composition	MgCl2 6-hydrate							json
dsmz_997_composition	NiCl2 6-hydrate							json
dsmz_997_composition	Na2SeO3 5-hydrate							json
dsmz_997_composition	C6H9NO6	ingredient:898						json
dsmz_997_composition	MnSO4 2-hydrate							json
dsmz_997_composition	FeSO4 7-hydrate							json
dsmz_997_composition	CoSO4 7-hydrate							json
dsmz_997_composition	ZnSO4 7-hydrate							json
dsmz_997_composition	CuSO4 5-hydrate							json
dsmz_997_composition	Na2MoO4 2-hydrate							json
dsmz_1349_composition	Peptone	CAS-RN:73049-73-7	5.0		g/L			json
dsmz_1349_composition	Yeast Extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_1349_composition	Thiamine-HCl 2-hydrate		750.0		ml/L			json
dsmz_1174_composition	Yeast extract	CAS-RN:8013-01-2	0.1		g/L			json
dsmz_1174_composition	Na acetate		10.0		g/L			json
dsmz_1174_composition	Na2B4O7	CAS-RN:1330-43-4	4.0		g/L			json
dsmz_1277b_composition	MgCl2 6-hydrate		0.2		g/L			json
dsmz_1277b_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_1277b_composition	KH2PO4	PubChem:23710200	0.1		g/L			json
dsmz_1277b_composition	Selenite-tungstate solution	ingredient:88	0.1		g/L			json
dsmz_1277b_composition	Seven vitamins solution	solution:4611	45.0		ml/L			json
dsmz_1277b_composition	FeCl3 6-hydrate		60.0		g/L			json
dsmz_1277b_composition	FeCl2 4-hydrate							json
dsmz_1277b_composition	MnCl2 4-hydrate							json
dsmz_1277b_composition	CoCl2 6-hydrate							json
dsmz_1277b_composition	CuCl2 2-hydrate							json
dsmz_1277b_composition	NiCl2 6-hydrate							json
dsmz_1277b_composition	Na2MoO4 2-hydrate							json
dsmz_1277b_composition	Na2SeO3 5-hydrate							json
dsmz_1277b_composition	Na2WO4 2-hydrate							json
dsmz_1277b_composition	Thiamine-HCl 2-hydrate							json
dsmz_950_composition	Na2HPO4 7-hydrate		89.0		mg/L			json
dsmz_950_composition	TAPSO	CAS-RN:90549-86-3	1.3		g/L			json
dsmz_950_composition	MgCl2 6-hydrate		500.0		ml/L			json
dsmz_950_composition	CaCl2 2-hydrate		11.18		g/L			json
dsmz_950_composition	SrCl2 6-hydrate		1.46		g/L			json
dsmz_950_composition	FeCl2 4-hydrate		24.0		mg/L			json
dsmz_950_composition	agar or 12 g/l of agarose (Sigma).							json
dsmz_1377_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_1377_composition	Proteose Peptone No. 3		1.0		g/L			json
dsmz_1377_composition	20.0 g/l agar.							json
dsmz_1572_composition	MgCl2 X 6H2O	KEGG:C07755	20.0		g/L			json
dsmz_1572_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_1572_composition	Yeast extract	CAS-RN:8013-01-2	0.1		g/L			json
dsmz_1572_composition	NaCl 20-25 %		0.5		g/L			json
dsmz_904a_composition	Yeast extract	CAS-RN:8013-01-2	30.0		g/L			json
dsmz_904a_composition	Tryptone	CAS-RN:84843-69-6	4.0		g/L			json
dsmz_904a_composition	Sodium resazurin	CAS-RN:62758-13-8	1.0		g/L			json
dsmz_904a_composition	Na2S 9-hydrate		0.5		ml/L			json
dsmz_904a_composition	L-Cysteine HCl x H2O	ingredient:983	2.5		g/L			json
dsmz_924b_composition	924b: METHANOSARCINA MB MEDIUM		1.0		g/L			json
dsmz_924b_composition	MgCl2 6-hydrate		0.5		g/L			json
dsmz_924b_composition	CaCl2 2-hydrate		0.4		g/L			json
dsmz_924b_composition	Modified Wolin's mineral solution	solution:241	2.0		g/L			json
dsmz_924b_composition	Yeast extract	CAS-RN:8013-01-2	2.0		g/L			json
dsmz_924b_composition	Trypticase peptone		0.5		ml/L			json
dsmz_924b_composition	Sodium resazurin	CAS-RN:62758-13-8	4.0		g/L			json
dsmz_924b_composition	L-Cysteine HCl x H2O	ingredient:983	1.0		ml/L			json
dsmz_924b_composition	Na2S 9-hydrate		0.25		g/L			json
dsmz_924b_composition	METHANOSARCINA		1.0		g/L			json
dsmz_924b_composition	MgSO4 7-hydrate							json
dsmz_924b_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_924b_composition	FeSO4 7-hydrate							json
dsmz_924b_composition	CoSO4 7-hydrate							json
dsmz_924b_composition	ZnSO4 7-hydrate							json
dsmz_924b_composition	CuSO4 5-hydrate							json
dsmz_924b_composition	Na2MoO4 2-hydrate							json
dsmz_924b_composition	NiCl2 6-hydrate							json
dsmz_924b_composition	Na2SeO3 5-hydrate							json
dsmz_924b_composition	Na2WO4 2-hydrate							json
dsmz_1594_composition	Enzymatic casein hydrolysate		5.0		g/L			json
dsmz_1594_composition	.K2HPO4 3-hydrate		1.3		g/L			json
dsmz_1594_composition	.MgSO4 7-hydrate		0.5		g/L			json
dsmz_1594_composition	Agar, if necessary		0.5		g/L			json
dsmz_1192_composition	(Agar, if necessary		1000.0		ml/L			json
dsmz_988_composition	988. YEAST-PEPTONE-SUCCINATE MEDIUM		3.0		g/L			json
dsmz_988_composition	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json
dsmz_988_composition	Peptone	CAS-RN:73049-73-7	2.3		g/L			json
dsmz_1391_composition	KH2PO4	PubChem:23710200	0.07		g/L			json
dsmz_1391_composition	CaCl2 2-hydrate		0.8		g/L			json
dsmz_1391_composition	NaNO3	CAS-RN:7631-99-4	1.0		g/L			json
dsmz_1391_composition	MgSO4 7-hydrate		4.0		g/L			json
dsmz_1391_composition	MgCl2 6-hydrate		3.0		g/L			json
dsmz_1391_composition	FeSO4 7-hydrate		0.01		g/L			json
dsmz_1391_composition	Na2S2O3 5-hydrate		2.0		g/L			json
dsmz_1391_composition	Yeast extract	CAS-RN:8013-01-2	2.0		g/L			json
dsmz_1095_composition	KH2PO4	PubChem:23710200	0.2		g/L			json
dsmz_1095_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_1095_composition	Tryptone	CAS-RN:84843-69-6	10.0		g/L			json
dsmz_1095_composition	L-Cysteine HCl x H2O	ingredient:983	38.0		g/L			json
dsmz_1095_composition	FeCl2 4-hydrate							json
dsmz_1095_composition	MnCl2 4-hydrate							json
dsmz_1095_composition	CoCl2 6-hydrate							json
dsmz_1095_composition	CuCl2 2-hydrate							json
dsmz_1095_composition	NiCl2 6-hydrate							json
dsmz_1095_composition	Na2MoO4 2-hydrate							json
dsmz_1296_composition	CaCl2 2-hydrate		3.5		g/L			json
dsmz_1296_composition	MgSO4 7-hydrate		0.5		g/L			json
dsmz_1493_composition	KH2PO4	PubChem:23710200	0.4		g/L			json
dsmz_1493_composition	MgSO4 6-hydrate		0.2		g/L			json
dsmz_1493_composition	Li2B4O7	CAS-RN:12007-60-2	0.01		g/L			json
dsmz_1493_composition	FeEDTA solution	solution:3062	0.01		g/L			json
dsmz_1493_composition	liquid		2.0		g/L			json
dsmz_1493_composition	Alternatively		1.0		g/L			json
dsmz_1493_composition	FeEDTA solution:	solution:3062						json
dsmz_1493_composition	FeSO4 7-hydrate							json
dsmz_1493_composition	Na2SeO4 10-hydrate							json
dsmz_1493_composition	CoCl2 6-hydrate							json
dsmz_1493_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_1493_composition	ZnSO4 7-hydrate							json
dsmz_1493_composition	NiCl2 6-hydrate							json
dsmz_1493_composition	MnCl	ingredient:2003						json
dsmz_1690_composition	FWM stock solution	solution:6127	50.0		ml/L			json
dsmz_1475_composition	MgCl2 6-hydrate		132.0		mg/L			json
dsmz_1475_composition	KH2PO4	PubChem:23710200	53.0		mg/L			json
dsmz_1475_composition	CaCl2 2-hydrate		27.0		mg/L			json
dsmz_1475_composition	VOSO4 5-hydrate		147.0		mg/L			json
dsmz_1475_composition	FeSO4 7-hydrate		0.5		mg/L			json
dsmz_1475_composition	Trypticase peptone		1.0		ml/L			json
dsmz_1475_composition	MgSO4 7-hydrate							json
dsmz_1475_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_1475_composition	CoCl2 6-hydrate							json
dsmz_1475_composition	ZnSO4 7-hydrate							json
dsmz_1475_composition	CuSO4 5-hydrate							json
dsmz_1475_composition	Na2MoO4 2-hydrate							json
dsmz_1475_composition	Na2WO4 2-hydrate							json
dsmz_1475_composition	Na2SeO4	CAS-RN:10102-23-5						json
dsmz_1270_composition	KH2PO4	PubChem:23710200	6.0		g/L			json
dsmz_1270_composition	MgSO4 7-hydrate		1.0		g/L			json
dsmz_480a_composition	CaCl2 2-hydrate		0.33		g/L			json
dsmz_480a_composition	MgCl2 6-hydrate		0.33		g/L			json
dsmz_480a_composition	KH2PO4	PubChem:23710200	0.33		g/L			json
dsmz_480a_composition	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json
dsmz_480a_composition	Sodium resazurin	CAS-RN:62758-13-8	5.0		g/L			json
dsmz_480a_composition	Na2S 9-hydrate		10.0		g/L			json
dsmz_480a_composition	FeCl2 4-hydrate							json
dsmz_480a_composition	MnCl2 4-hydrate							json
dsmz_480a_composition	CoCl2 6-hydrate							json
dsmz_480a_composition	CuCl2 2-hydrate							json
dsmz_480a_composition	NiCl2 6-hydrate							json
dsmz_480a_composition	Na2MoO4 2-hydrate							json
dsmz_75_composition	Trypticase peptone		17.0		g/L			json
dsmz_75_composition	Phytone peptone	ingredient:125	3.0		g/L			json
ccap_S88_composition	CaSO4 2-hydrate							json
ccap_S88_composition	MgSO4 7-hydrate							json
ccap_S88_composition	RbCl							json
ccap_S88_composition	FeSO4 7-hydrate							json
ccap_S88_composition	ZnSO4 7-hydrate							json
ccap_S88_composition	CuSO4 5-hydrate							json
dsmz_653_composition	653. PEPTONE-SUCCINATE AGAR		1.0		g/L			json
dsmz_653_composition	NH4SO4		1.0		g/L			json
dsmz_653_composition	MgSO4 7-hydrate		2.0		mg/L			json
dsmz_653_composition	MnSO4 x H2O	ingredient:1000	2.0		mg/L			json
dsmz_653_composition	FeCl3 6-hydrate		1.68		g/L			json
dsmz_653_composition	Peptone	CAS-RN:73049-73-7	1.5		g/L			json
dsmz_514c_composition	Subsequent subculturing may be carried out in liquid medium or on agar plates.		5.0		g/L			json
dsmz_514c_composition	Bacto peptone	CAS-RN:51142-18-8	1.0		g/L			json
dsmz_514c_composition	Bacto yeast extract		0.1		g/L			json
dsmz_514c_composition	Agar if required		8.0		mg/L			json
dsmz_93_composition	Casein peptone, tryptic digest		10.0		g/L			json
dsmz_93_composition	Yeast extract	CAS-RN:8013-01-2	5.0		g/L			json
dsmz_93_composition	Meat extract	ingredient:2	2.0		g/L			json
dsmz_93_composition	KH2PO4	PubChem:23710200	0.5		g/L			json
dsmz_93_composition	FeSO4 7-hydrate		10.0		mg/L			json
dsmz_93_composition	MgSO4 7-hydrate		200.0		mg/L			json
dsmz_93_composition	MnSO4 x H2O	ingredient:1000	7.5		mg/L			json
dsmz_255_composition	KH2PO4	PubChem:23710200	0.5		g/L			json
dsmz_255_composition	K2HPO4 3-hydrate		1.0		g/L			json
dsmz_255_composition	MgCl2 6-hydrate		2.0		g/L			json
dsmz_255_composition	CaCl2 2-hydrate		0.5		g/L			json
dsmz_255_composition	FeSO4 7-hydrate		0.05		g/L			json
dsmz_255_composition	Sodium resazurin	CAS-RN:62758-13-8	10.0		g/L			json
dsmz_255_composition	Yeast extract	CAS-RN:8013-01-2	0.5		ml/L			json
dsmz_255_composition	L-Cysteine HCl x H2O	ingredient:983	6.0		g/L			json
dsmz_352_composition	KH2PO4	PubChem:23710200	0.6		g/L			json
dsmz_352_composition	CaCl2 2-hydrate		0.02		g/L			json
dsmz_352_composition	MgSO4 7-hydrate		0.2		g/L			json
dsmz_352_composition	Na2MoO4 2-hydrate		0.002		g/L			json
dsmz_754_composition	Peptone	CAS-RN:73049-73-7	2.0		g/L			json
dsmz_754_composition	Yeast extract	CAS-RN:8013-01-2	4.0		g/L			json
dsmz_754_composition	CaCl2 2-hydrate							json
dsmz_754_composition	MgSO4 7-hydrate							json
dsmz_557_composition	CaSO4 2-hydrate		0.05		g/L			json
dsmz_557_composition	MgSO4 7-hydrate		0.5		g/L			json
dsmz_557_composition	FeSO4 7-hydrate		0.01		g/L			json
dsmz_557_composition	MnCl2 4-hydrate		0.06		g/L			json
dsmz_557_composition	Selenite-tungstate solution	ingredient:88	1.0		ml/L			json
dsmz_557_composition	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json
dsmz_557_composition	Sodium resazurin	CAS-RN:62758-13-8	5.0		g/L			json
dsmz_557_composition	KH2PO4	PubChem:23710200	0.5		ml/L			json
dsmz_557_composition	L-Cysteine HCl x H2O	ingredient:983	1.0		g/L			json
dsmz_557_composition	Na2S 9-hydrate		5.5		g/L			json
dsmz_557_composition	hydrogenphosphates, creatinine, vitamins, cysteine and sulfide from sterile anoxic stock							json
dsmz_557_composition	Na2-EDTA 2-hydrate							json
dsmz_557_composition	FeCl2 4-hydrate							json
dsmz_557_composition	CoCl2 6-hydrate							json
dsmz_557_composition	CuCl2 2-hydrate							json
dsmz_557_composition	NiCl2 6-hydrate							json
dsmz_557_composition	Na2MoO4 2-hydrate							json
dsmz_557_composition	Na2SeO3 5-hydrate							json
dsmz_557_composition	Na2WO4 2-hydrate							json
dsmz_10_composition	Bacto peptone	CAS-RN:51142-18-8	10.0		g/L			json
dsmz_10_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_10_composition	Agar if required		15.0		g/L			json
dsmz_608_composition	Tryptone	CAS-RN:84843-69-6	5.0		g/L			json
dsmz_608_composition	Yeast extract	CAS-RN:8013-01-2	2.5		g/L			json
dsmz_608_composition	Mg2SO4	CAS-RN:10034-99-8	0.3		g/L			json
dsmz_608_composition	KH2PO4	PubChem:23710200	3.0		g/L			json
dsmz_608_composition	Na-glycerol phosphate	CAS-RN:1334-74-3	23.5		g/L			json
dsmz_435_composition	Peptone	CAS-RN:73049-73-7	10.0		g/L			json
dsmz_435_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_435_composition	Cysteine-HCl x H2O	ingredient:983	1.0		g/L			json
ccap_MDY_V_composition	(3) 2.68 g NH4Cl							json
ccap_MDY_V_composition	(5) 2.16 g Na2­ß­glycerophosphate							json
ccap_MDY_V_composition	(7) 75.0 g CaCl2							json
dsmz_636_composition	WITH		4.0		g/L			json
dsmz_636_composition	Yeast extract	CAS-RN:8013-01-2	4.0		g/L			json
dsmz_636_composition	NaCl 5%		50.0		g/L			json
dsmz_230_composition	Tryptone	CAS-RN:84843-69-6	10.0		g/L			json
dsmz_230_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_230_composition	KH2PO4	PubChem:23710200	0.5		g/L			json
dsmz_230_composition	Cysteine-HCl x H2O	ingredient:983	0.3		g/L			json
dsmz_134_composition	KH2PO4	PubChem:23710200	27.0		mg/L			json
dsmz_134_composition	Na2HPO4 2-hydrate		40.0		mg/L			json
dsmz_134_composition	CaCl2 2-hydrate		50.0		mg/L			json
dsmz_134_composition	MgSO4 7-hydrate		75.0		mg/L			json
dsmz_134_composition	FeCl3 6-hydrate		5.0		mg/L			json
dsmz_134_composition	MnSO4 x H2O	ingredient:1000	3.0		mg/L			json
dsmz_134_composition	without glucose		1.31		g/L			json
dsmz_134_composition	Thiamine-HCl 2-hydrate		2.5		mg/L			json
dsmz_309_composition	309. NEOMYCIN AGAR		1.5		g/L			json
dsmz_309_composition	Beef extract	ingredient:85	3.0		g/L			json
dsmz_309_composition	Yeast extract	CAS-RN:8013-01-2	6.0		g/L			json
dsmz_309_composition	Peptone	CAS-RN:73049-73-7	1.0		g/L			json
dsmz_337_composition	Mineral solution	solution:5281						json
dsmz_337_composition	Trypticase peptone							json
dsmz_337_composition	Sodium resazurin	CAS-RN:62758-13-8						json
dsmz_337_composition	Seven vitamins solution	solution:4611						json
dsmz_337_composition	L-Cysteine HCl x H2O	ingredient:983						json
dsmz_337_composition	Na2S 9-hydrate							json
dsmz_337_composition	KH2PO4	PubChem:23710200						json
dsmz_337_composition	MgCl2 6-hydrate							json
dsmz_337_composition	CaCl2 2-hydrate							json
dsmz_337_composition	FeCl2 4-hydrate							json
dsmz_337_composition	MnCl2 4-hydrate							json
dsmz_337_composition	CoCl2 6-hydrate							json
dsmz_337_composition	CuCl2 2-hydrate							json
dsmz_337_composition	NiCl2 6-hydrate							json
dsmz_337_composition	Na2MoO4 2-hydrate							json
dsmz_337_composition	Thiamine-HCl 2-hydrate							json
dsmz_298a_composition	KH2PO4	PubChem:23710200	0.2		g/L			json
dsmz_298a_composition	MgCl2 6-hydrate		0.4		g/L			json
dsmz_298a_composition	CaCl2 2-hydrate		0.15		g/L			json
dsmz_298a_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_298a_composition	Selenite-tungstate solution	ingredient:88	1.0		ml/L			json
dsmz_298a_composition	Sodium resazurin	CAS-RN:62758-13-8	1.0		ml/L			json
dsmz_298a_composition	Seven vitamins solution	solution:4611	1.5		g/L			json
dsmz_298a_composition	Na2S 9-hydrate		1.5		g/L			json
dsmz_298a_composition	FeCl2 4-hydrate							json
dsmz_298a_composition	MnCl2 4-hydrate							json
dsmz_298a_composition	CoCl2 6-hydrate							json
dsmz_298a_composition	CuCl2 2-hydrate							json
dsmz_298a_composition	NiCl2 6-hydrate							json
dsmz_298a_composition	Na2MoO4 2-hydrate							json
dsmz_298a_composition	Na2SeO3 5-hydrate							json
dsmz_298a_composition	Na2WO4 2-hydrate							json
dsmz_298a_composition	Thiamine-HCl 2-hydrate							json
dsmz_731_composition	MgCl2 6-hydrate		0.3		g/L			json
dsmz_731_composition	CaCl2 2-hydrate		0.05		g/L			json
dsmz_731_composition	Modified Wolin's mineral solution	solution:241	10.0		ml/L			json
dsmz_731_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_731_composition	Sodium resazurin	CAS-RN:62758-13-8	0.5		ml/L			json
dsmz_731_composition	L-Cysteine HCl x H2O	ingredient:983	1.0		ml/L			json
dsmz_731_composition	Na2S 9-hydrate		0.15		g/L			json
dsmz_731_composition	MgSO4 7-hydrate							json
dsmz_731_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_731_composition	FeSO4 7-hydrate							json
dsmz_731_composition	CoSO4 7-hydrate							json
dsmz_731_composition	ZnSO4 7-hydrate							json
dsmz_731_composition	CuSO4 5-hydrate							json
dsmz_731_composition	Na2MoO4 2-hydrate							json
dsmz_731_composition	NiCl2 6-hydrate							json
dsmz_731_composition	Na2SeO3 5-hydrate							json
dsmz_731_composition	Na2WO4 2-hydrate							json
dsmz_962a_composition	KH2PO4	PubChem:23710200	0.33		g/L			json
dsmz_962a_composition	MgCl2 6-hydrate		0.33		g/L			json
dsmz_962a_composition	CaCl2 2-hydrate		0.33		g/L			json
dsmz_962a_composition	Yeast extract	CAS-RN:8013-01-2	0.05		g/L			json
dsmz_962a_composition	Modified Wolin's mineral solution	solution:241	10.0		ml/L			json
dsmz_962a_composition	Sodium resazurin	CAS-RN:62758-13-8	0.5		ml/L			json
dsmz_962a_composition	MgSO4 7-hydrate							json
dsmz_962a_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_962a_composition	FeSO4 7-hydrate							json
dsmz_962a_composition	CoSO4 7-hydrate							json
dsmz_962a_composition	ZnSO4 7-hydrate							json
dsmz_962a_composition	CuSO4 5-hydrate							json
dsmz_962a_composition	Na2MoO4 2-hydrate							json
dsmz_962a_composition	NiCl2 6-hydrate							json
dsmz_962a_composition	Na2SeO3 5-hydrate							json
dsmz_962a_composition	Na2WO4 2-hydrate							json
dsmz_1312_composition	Peptone	CAS-RN:73049-73-7	0.5		g/L			json
dsmz_1312_composition	Yeast extract	CAS-RN:8013-01-2	0.25		g/L			json
dsmz_1312_composition	Agar (Oxoid No. 1) if appropriate		14.0		g/L			json
dsmz_1312_composition	Freshwater Solution	solution:2623	100.0		ml/L			json
dsmz_1312_composition	KH2PO4	PubChem:23710200	5.3		mg/L			json
dsmz_1312_composition	MgSO4 7-hydrate		100.0		mg/L			json
dsmz_1312_composition	CaCl2 2-hydrate		493.0		mg/L			json
dsmz_1111_composition	MgSO4 7-hydrate		1.0		g/L			json
dsmz_1111_composition	CaCl2 2-hydrate		1.0		g/L			json
dsmz_1714_composition	KH2PO4	PubChem:23710200	0.2		g/L			json
dsmz_1714_composition	Allen's trace element solution	solution:155	3.0		g/L			json
dsmz_1714_composition	Na2S2O3 5-hydrate		10.0		ml/L			json
dsmz_1714_composition	MgSO4 7-hydrate		2.5		g/L			json
dsmz_1714_composition	CaCl2 2-hydrate		0.5		g/L			json
dsmz_1714_composition	Yeast extract	CAS-RN:8013-01-2	0.25		g/L			json
dsmz_1714_composition	L-Cysteine HCl x H2O	ingredient:983	0.5		g/L			json
dsmz_1714_composition	FeCl2 4-hydrate		1.0		ml/L			json
dsmz_1714_composition	MnCl2 4-hydrate							json
dsmz_1714_composition	Na2B4O7 10-hydrate							json
dsmz_1714_composition	ZnSO4 7-hydrate							json
dsmz_1714_composition	CuCl2 2-hydrate							json
dsmz_1714_composition	Na2MoO4 2-hydrate							json
dsmz_1714_composition	VOSO4 2-hydrate							json
dsmz_1714_composition	CoSO4 7-hydrate							json
dsmz_1529_composition	MgCl2 6-hydrate		19.0		g/L			json
dsmz_1529_composition	MgSO4 7-hydrate		9.0		g/L			json
dsmz_1529_composition	CaCl2 2-hydrate		0.15		g/L			json
dsmz_1529_composition	KH2PO4	PubChem:23710200	0.1		g/L			json
dsmz_1529_composition	Yeast extract	CAS-RN:8013-01-2	0.02		g/L			json
dsmz_1529_composition	FeCl2 4-hydrate		1.0		ml/L			json
dsmz_1529_composition	L-Cysteine HCl x H2O	ingredient:983	2.5		g/L			json
dsmz_1529_composition	MnCl2 4-hydrate							json
dsmz_1529_composition	CoCl2 6-hydrate							json
dsmz_1529_composition	CuCl2 2-hydrate							json
dsmz_1529_composition	NiCl2 6-hydrate							json
dsmz_1529_composition	Na2MoO4 2-hydrate							json
dsmz_1517_composition	Bacto peptone	CAS-RN:51142-18-8	5.0		g/L			json
dsmz_1517_composition	Bacto yeast extract		1.0		g/L			json
dsmz_1517_composition	It is strongly suggested that Bacto peptone (BD 212750) and Bacto yeast extract (BD							json
dsmz_1410_composition	KH2PO4	PubChem:23710200	0.3		g/L			json
dsmz_1410_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_1410_composition	Trace Element Solution	solution:6187	10.0		ml/L			json
dsmz_1410_composition	MgSO4 7-hydrate		1.5		g/L			json
dsmz_1410_composition	MnSO4 x H2O	ingredient:1000	3.0		g/L			json
dsmz_1410_composition	FeSO4 7-hydrate		1.0		g/L			json
dsmz_1410_composition	CoSO4 7-hydrate		0.1		g/L			json
dsmz_1410_composition	ZnSO4 7-hydrate		0.1		g/L			json
dsmz_1410_composition	CuSO4 5-hydrate		0.18		g/L			json
dsmz_1410_composition	Na2MoO4 2-hydrate		0.02		g/L			json
dsmz_1410_composition	NiCl2 6-hydrate		0.01		g/L			json
dsmz_1410_composition	Na2SeO3 5-hydrate		0.01		g/L			json
dsmz_1410_composition	Yeast Extract	CAS-RN:8013-01-2						json
dsmz_1410_composition	MgCl2 6-hydrate							json
dsmz_1166a_composition	MgCl2 6-hydrate		0.2		g/L			json
dsmz_1166a_composition	Selenite-tungstate solution	ingredient:88	1.0		ml/L			json
dsmz_1166a_composition	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json
dsmz_1166a_composition	Na2HAsO4 7-hydrate		0.05		g/L			json
dsmz_1166a_composition	Na2S 9-hydrate		2.2		g/L			json
dsmz_1166a_composition	chloride, trace elements, yeast extract, pyruvate, arsenate, vitamins and sulfide from							json
dsmz_1166a_composition	FeSO4 7-hydrate							json
dsmz_1166a_composition	ZnSO4 7-hydrate							json
dsmz_1166a_composition	MnCl2 4-hydrate							json
