medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l
dsmz_972_composition	Cyclomaltoheptaose (ß-cyclodextrin)		1.0		g			json		0							unmapped	none	Cyclomaltoheptaose (ß-cyclodextrin)	Cyclomaltoheptaose(ß-cyclodextrin)		Cyclomaltoheptaose(ß-cyclodextrin)					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_972_composition	KH2PO4		13.6		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	99.933867
dsmz_973_composition	Final pH 7.0.		10.0		ml			json		0							unmapped	none	Final pH 7.0.	FinalpH7.0.		FinalpH7.0.					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_974_composition	Final pH 7.0		1000.0		ml			json		0							unmapped	none	Final pH 7.0	FinalpH7.0		FinalpH7.0					no_hydration	high		100.0	0.0	100.0	10000.0
dsmz_974_composition	Sea salts (Sigma)		20.0		g			json		0							unmapped	none	Sea salts (Sigma)	Seasalts(Sigma)		Seasalts(Sigma)					no_hydration	high		100.0	0.0	100.0	200.0
dsmz_975_composition	HEPES (10mM)		2.38		g			json		0							unmapped	none	HEPES (10mM)	HEPES(10mM)		HEPES(10mM)					no_hydration	high		100.0	0.0	100.0	23.8
dsmz_976_composition	Final pH 9.5		1000.0		ml			json		0							unmapped	none	Final pH 9.5	FinalpH9.5		FinalpH9.5					no_hydration	high		100.0	0.0	100.0	10000.0
dsmz_976_composition	KH2PO4		1.0		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	7.348078
dsmz_976_composition	solution → nAdd first two chemicals separately		500.0		ml			solution_expansion		0							unmapped	none	solution → nAdd first two chemicals separately	solution→nAddfirsttwochemicalsseparately	0.0	solution→nAddfirsttwochemicalsseparately				anhydrous	no_hydration	high	nAdd first two chemicals separately	100.0	0.0	100.0	5000.0
dsmz_977_composition	PIPES (12mM)		3.6		g			json		0							unmapped	none	PIPES (12mM)	PIPES(12mM)		PIPES(12mM)					no_hydration	high		100.0	0.0	100.0	36.0
dsmz_978_composition	Polypepton (Nihon Seiyaku)		30.0		g			json		0							unmapped	none	Polypepton (Nihon Seiyaku)	Polypepton(NihonSeiyaku)		Polypepton(NihonSeiyaku)					no_hydration	high		100.0	0.0	100.0	300.0
dsmz_978_composition	Trace salts solution (see below)		1.0		ml			json		0							unmapped	none	Trace salts solution (see below)	Tracesaltssolution(seebelow)		Tracesaltssolution(seebelow)					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_978_composition	Vitamin B solution (see below)		10.0		ml			json		0							unmapped	none	Vitamin B solution (see below)	VitaminBsolution(seebelow)		VitaminBsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_979_composition	Geococcus nitratireducens		10.0		ml			json		0							unmapped	none	Geococcus nitratireducens	Geococcusnitratireducens		Geococcusnitratireducens					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_979_composition	KH2PO4		0.3		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	2.204424
dsmz_979_composition	Na acetate		5.0		ml			json		0							unmapped	none	Na acetate	Naacetate		Naacetate					no_hydration	high		100.0	0.0	100.0	50.0
dsmz_97_composition	Na3-citrate		3.0		g			json		0							unmapped	none	Na3-citrate	Na3-citrate		Na3-citrate					no_hydration	high		100.0	0.0	100.0	30.0
dsmz_981_composition	KH2PO4		0.42		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	3.086193
dsmz_981_composition	L-Cysteine HCl x H2O		0.05		g			json		0							unmapped	none	L-Cysteine HCl x H2O	L-CysteineHClxH2O		L-CysteineHClxH2O					no_hydration	high		100.0	0.0	100.0	0.5
dsmz_984_composition	Agar-Agar		2.0		g			json		0							unmapped	none	Agar-Agar	Agar-Agar		Agar-Agar					no_hydration	high		100.0	0.0	100.0	20.0
dsmz_984_composition	Casein peptone		3.0		g			json		0							unmapped	none	Casein peptone	Caseinpeptone		Caseinpeptone					no_hydration	high		100.0	0.0	100.0	30.0
dsmz_984_composition	Starch, soluble		10.0		g			json		0							unmapped	none	Starch, soluble	Starch,soluble		Starch,soluble					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_985_composition	Na-acetate		1.0		g			json		0							unmapped	none	Na-acetate	Na-acetate		Na-acetate					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_986_composition	KH2PO4		0.3		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	2.204424
dsmz_986_composition	L-Cysteine HCl x H2O		1.0		ml			json		0							unmapped	none	L-Cysteine HCl x H2O	L-CysteineHClxH2O		L-CysteineHClxH2O					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_986_composition	Sea Salt (SIGMA)		30.0		g			json		0							unmapped	none	Sea Salt (SIGMA)	SeaSalt(SIGMA)		SeaSalt(SIGMA)					no_hydration	high		100.0	0.0	100.0	300.0
dsmz_987_composition	Dextrose (Difco)		4.0		g			json		0							unmapped	none	Dextrose (Difco)	Dextrose(Difco)		Dextrose(Difco)					no_hydration	high		100.0	0.0	100.0	40.0
dsmz_987_composition	Malt extract (Difco)		10.0		g			json		0							unmapped	none	Malt extract (Difco)	Maltextract(Difco)		Maltextract(Difco)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_987_composition	Yeast extract (Difco)		4.0		g			json		0							unmapped	none	Yeast extract (Difco)	Yeastextract(Difco)		Yeastextract(Difco)					no_hydration	high		100.0	0.0	100.0	40.0
dsmz_989_composition	Agar (if needed)		1000.0		ml			json		0							unmapped	none	Agar (if needed)	Agar(ifneeded)		Agar(ifneeded)					no_hydration	high		100.0	0.0	100.0	10000.0
dsmz_98_composition	Unknown Solution → Suspend		400.0		g			solution_expansion		0							unmapped	none	Unknown Solution → Suspend	UnknownSolution→Suspend	0.0	UnknownSolution→Suspend				anhydrous	no_hydration	high	Suspend	100.0	0.0	100.0	4000.0
dsmz_98_composition	Unknown Solution → Suspend		400.0		g			solution_expansion		0							unmapped	none	Unknown Solution → Suspend	UnknownSolution→Suspend	0.0	UnknownSolution→Suspend				anhydrous	no_hydration	high	Suspend	100.0	0.0	100.0	4000.0
dsmz_98_composition	Unknown Solution → of air-dried garden soil		960.0		ml			solution_expansion		0							unmapped	none	Unknown Solution → of air-dried garden soil	UnknownSolution→ofair-driedgardensoil	0.0	UnknownSolution→ofair-driedgardensoil				anhydrous	no_hydration	high	of air-dried garden soil	100.0	0.0	100.0	9600.0
dsmz_98_composition	Unknown Solution → of air-dried garden soil		960.0		ml			solution_expansion		0							unmapped	none	Unknown Solution → of air-dried garden soil	UnknownSolution→ofair-driedgardensoil	0.0	UnknownSolution→ofair-driedgardensoil				anhydrous	no_hydration	high	of air-dried garden soil	100.0	0.0	100.0	9600.0
dsmz_990_composition	KH2PO4		0.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	3.674039
dsmz_990_composition	Sea salts (Sigma)		35.0		g			json		0							unmapped	none	Sea salts (Sigma)	Seasalts(Sigma)		Seasalts(Sigma)					no_hydration	high		100.0	0.0	100.0	350.0
dsmz_991_composition	KH2PO4		0.28		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	2.057462
dsmz_991_composition	Yeast extract (OXOID)		0.5		ml			json		0							unmapped	none	Yeast extract (OXOID)	Yeastextract(OXOID)		Yeastextract(OXOID)					no_hydration	high		100.0	0.0	100.0	5.0
dsmz_992_composition	FeSO4 solution see below		1.0		ml			json		0							unmapped	none	FeSO4 solution see below	FeSO4solutionseebelow		FeSO4solutionseebelow					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_992_composition	MnCl2 solution:		1000.0		ml			json		0							unmapped	none	MnCl2 solution:	MnCl2solution:		MnCl2solution:					no_hydration	high		100.0	0.0	100.0	10000.0
dsmz_992_composition	Na-citrate		3.0		g			json		0							unmapped	none	Na-citrate	Na-citrate		Na-citrate					no_hydration	high		100.0	0.0	100.0	30.0
dsmz_993_composition	K2HPO4 (anhydrous basis)		10.0		g			json		0							unmapped	none	K2HPO4 (anhydrous basis)	K2HPO4(anhydrousbasis)		K2HPO4(anhydrousbasis)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_993a_composition	Reference to Medium 993		1.0		reference			json		0							unmapped	none	Reference to Medium 993	ReferencetoMedium993		ReferencetoMedium993					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_993b_composition	Reference to Medium 993		1.0		reference			json		0							unmapped	none	Reference to Medium 993	ReferencetoMedium993		ReferencetoMedium993					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_993c_composition	Reference to Medium 993		1.0		reference			json		0							unmapped	none	Reference to Medium 993	ReferencetoMedium993		ReferencetoMedium993					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_994_composition	KH2PO4		1.0		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	7.348078
dsmz_994_composition	Sorbit or D-Glucose		3.6		g			json		0							unmapped	none	Sorbit or D-Glucose	SorbitorD-Glucose		SorbitorD-Glucose					no_hydration	high		100.0	0.0	100.0	36.0
dsmz_994_composition	Vitamin solution → Make up to		100.0		ml			solution_expansion		0							unmapped	none	Vitamin solution → Make up to	Vitaminsolution→Makeupto	0.0	Vitaminsolution→Makeupto				anhydrous	no_hydration	high	Make up to	100.0	0.0	100.0	1000.0
dsmz_995_composition	KH2PO4		0.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	3.674039
dsmz_995_composition	Tryptone peptone (Difco)		10.0		g			json		0							unmapped	none	Tryptone peptone (Difco)	Tryptonepeptone(Difco)		Tryptonepeptone(Difco)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_995_composition	Yeast extract (Difco)		2.0		g			json		0							unmapped	none	Yeast extract (Difco)	Yeastextract(Difco)		Yeastextract(Difco)					no_hydration	high		100.0	0.0	100.0	20.0
dsmz_996_composition	H2SeO3 (selenous acid)		10.0		mg			json		0							unmapped	none	H2SeO3 (selenous acid)	H2SeO3(selenousacid)		H2SeO3(selenousacid)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_996_composition	Na-EDTA x 2 H2O		500.0		mg			json		2							unmapped	none	Na-EDTA	Na-EDTA		Na-EDTA.2H2O					hydrate_pattern	high		100.0	36.03	136.03	3675.659781
dsmz_996_composition	Ni2SO4 x 6 H20		20.0		mg			json		0							unmapped	none	Ni2SO4 x 6 H20	Ni2SO4x6H20		Ni2SO4x6H20					no_hydration	high		100.0	0.0	100.0	200.0
dsmz_996_composition	Trace element solution → of distilled		0.75		g			solution_expansion		0							unmapped	none	Trace element solution → of distilled	Traceelementsolution→ofdistilled	0.0	Traceelementsolution→ofdistilled				anhydrous	no_hydration	high	of distilled	100.0	0.0	100.0	7.5
dsmz_996_composition	Trace element stock solution (see below)		10.0		ml			json		0							unmapped	none	Trace element stock solution (see below)	Traceelementstocksolution(seebelow)		Traceelementstocksolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_997_composition	DMJ synthetic seawater (see below)		10.0		ml			json		0							unmapped	none	DMJ synthetic seawater (see below)	DMJsyntheticseawater(seebelow)		DMJsyntheticseawater(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
dsmz_998_composition	KH2PO4		0.3		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	2.204424
dsmz_998_composition	Trace element solution SL12 (see below)		1.0		ml			json		0							unmapped	none	Trace element solution SL12 (see below)	TraceelementsolutionSL12(seebelow)		TraceelementsolutionSL12(seebelow)					no_hydration	high		100.0	0.0	100.0	10.0
dsmz_999_composition	KH2PO4		1.0		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	7.348078
dsmz_9_composition	Agar (Difco)		15.0		g			json		0							unmapped	none	Agar (Difco)	Agar(Difco)		Agar(Difco)					no_hydration	high		100.0	0.0	100.0	150.0
dsmz_9_composition	Baker's yeast		5.0		g			json		0							unmapped	none	Baker's yeast	Baker'syeast		Baker'syeast					no_hydration	high		100.0	0.0	100.0	50.0
dsmz_9a_composition	Agar (Difco)		8.0		g			json		0							unmapped	none	Agar (Difco)	Agar(Difco)		Agar(Difco)					no_hydration	high		100.0	0.0	100.0	80.0
dsmz_9a_composition	Baker's yeast		2.5		g			json		0							unmapped	none	Baker's yeast	Baker'syeast		Baker'syeast					no_hydration	high		100.0	0.0	100.0	25.0
jcm_1000_composition	Bacto peptone (BD-Difco)		5.0		g			json		0							unmapped	none	Bacto peptone (BD-Difco)	Bactopeptone(BD-Difco)		Bactopeptone(BD-Difco)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1000_composition	Hemin solution (see Medium No.469)		10.0		ml			json		0							unmapped	none	Hemin solution (see Medium No.469)	Heminsolution(seeMediumNo.469)		Heminsolution(seeMediumNo.469)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1000_composition	KH2PO4		1.0		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	7.348078
jcm_1000_composition	L-Cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1000_composition	Menadione solution (see Medium No.469)		10.0		ml			json		0							unmapped	none	Menadione solution (see Medium No.469)	Menadionesolution(seeMediumNo.469)		Menadionesolution(seeMediumNo.469)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1000_composition	Salt solution (see below)		40.0		ml			json		0							unmapped	none	Salt solution (see below)	Saltsolution(seebelow)		Saltsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	400.0
jcm_1000_composition	Trypticase peptone (BD-BBL)		5.0		g			json		0							unmapped	none	Trypticase peptone (BD-BBL)	Trypticasepeptone(BD-BBL)		Trypticasepeptone(BD-BBL)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1000_composition	VFA solution (see Medium No.133)		3.1		ml			json		0							unmapped	none	VFA solution (see Medium No.133)	VFAsolution(seeMediumNo.133)		VFAsolution(seeMediumNo.133)					no_hydration	high		100.0	0.0	100.0	31.0
jcm_1000_composition	Yeast extract (BD-Difco)		10.0		g			json		0							unmapped	none	Yeast extract (BD-Difco)	Yeastextract(BD-Difco)		Yeastextract(BD-Difco)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1001_composition	Base Medium 118		1.0		reference			json		0							unmapped	none	Base Medium 118	BaseMedium118		BaseMedium118					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1002_composition	KH2PO4		0.42		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	3.086193
jcm_1002_composition	L-cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-cysteine·HCl·H2O	L-cysteine·HCl·H2O		L-cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1002_composition	Tryptone (BD-Difco)		5.0		g			json		0							unmapped	none	Tryptone (BD-Difco)	Tryptone(BD-Difco)		Tryptone(BD-Difco)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1002_composition	Wolfe's modified mineral elixir(see Medium No.221)		5.0		ml			json		0							unmapped	none	Wolfe's modified mineral elixir(see Medium No.221)	Wolfe'smodifiedmineralelixir(seeMediumNo.221)		Wolfe'smodifiedmineralelixir(seeMediumNo.221)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1002_composition	Yeast extract (BD-Difco)		5.0		g			json		0							unmapped	none	Yeast extract (BD-Difco)	Yeastextract(BD-Difco)		Yeastextract(BD-Difco)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1003_composition	10% KNO3solution		20.0		ml			json		0							unmapped	none	10% KNO3solution	10%KNO3solution		10%KNO3solution					no_hydration	high		100.0	0.0	100.0	200.0
jcm_1003_composition	20% MES (pH 5.5) solution		25.0		ml			json		0							unmapped	none	20% MES (pH 5.5) solution	20%MES(pH5.5)solution		20%MES(pH5.5)solution					no_hydration	high		100.0	0.0	100.0	250.0
jcm_1003_composition	3% Na2S·9H2O solution (neutralized)		4.0		ml			json		0							unmapped	none	3% Na2S·9H2O solution (neutralized)	3%Na2S·9H2Osolution(neutralized)		3%Na2S·9H2Osolution(neutralized)					no_hydration	high		100.0	0.0	100.0	40.0
jcm_1004_composition	1 M NH4Cl solution		1.0		ml			json		0							unmapped	none	1 M NH4Cl solution	1MNH4Clsolution		1MNH4Clsolution					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1004_composition	1 M NaHCO3solution*		2.0		ml			json		0							unmapped	none	1 M NaHCO3solution*	1MNaHCO3solution*		1MNaHCO3solution*					no_hydration	high		100.0	0.0	100.0	20.0
jcm_1004_composition	1 M Sodium pyruvate solution*		1.0		ml			json		0							unmapped	none	1 M Sodium pyruvate solution*	1MSodiumpyruvatesolution*		1MSodiumpyruvatesolution*					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1004_composition	7.5 mM EDTA·Na·Fe(III) solution* (pH 7.0)		1.0		ml			json		0							unmapped	none	7.5 mM EDTA·Na·Fe(III) solution* (pH 7.0)	7.5mMEDTA·Na·Fe(III)solution*(pH7.0)		7.5mMEDTA·Na·Fe(III)solution*(pH7.0)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1004_composition	CoCl2·6H2O		190.0		mg			json		0							unmapped	none	CoCl2·6H2O	CoCl2·6H2O		CoCl2·6H2O					no_hydration	high		100.0	0.0	100.0	1900.0
jcm_1004_composition	HCl (25%)		12.5		ml			json		0							unmapped	none	HCl (25%)	HCl(25%)		HCl(25%)					no_hydration	high		100.0	0.0	100.0	125.0
jcm_1004_composition	HEPES (free acid)		119.2		g			json		0							unmapped	none	HEPES (free acid)	HEPES(freeacid)		HEPES(freeacid)					no_hydration	high		100.0	0.0	100.0	1192.0
jcm_1004_composition	HEPES solution (see below)		10.0		ml			json		0							unmapped	none	HEPES solution (see below)	HEPESsolution(seebelow)		HEPESsolution(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1004_composition	KH2PO4		0.2		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	1.469616
jcm_1004_composition	Modified trace element mixture (see below)		1.0		ml			json		0							unmapped	none	Modified trace element mixture (see below)	Modifiedtraceelementmixture(seebelow)		Modifiedtraceelementmixture(seebelow)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1004_composition	Vitamin solution* (see below)		1.0		ml			json		0							unmapped	none	Vitamin solution* (see below)	Vitaminsolution*(seebelow)		Vitaminsolution*(seebelow)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1005_composition	Soluble starch		100.0		g			json		0							unmapped	none	Soluble starch	Solublestarch		Solublestarch					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1007_composition	Base Medium 168		1.0		reference			json		0							unmapped	none	Base Medium 168	BaseMedium168		BaseMedium168					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1008_composition	Base Medium 168		1.0		reference			json		0							unmapped	none	Base Medium 168	BaseMedium168		BaseMedium168					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1009_composition	1% CaCl2·2H2O solution		33.0		ml			json		0							unmapped	none	1% CaCl2·2H2O solution	1%CaCl2·2H2Osolution		1%CaCl2·2H2Osolution					no_hydration	high		100.0	0.0	100.0	330.0
jcm_1009_composition	10% (w/v) NaHCO3solution*		0.05		ml			json		0							unmapped	none	10% (w/v) NaHCO3solution*	10%(w/v)NaHCO3solution*		10%(w/v)NaHCO3solution*					no_hydration	high		100.0	0.0	100.0	0.5
jcm_1009_composition	2% MgCl2·6H2O solution		16.5		ml			json		0							unmapped	none	2% MgCl2·6H2O solution	2%MgCl2·6H2Osolution		2%MgCl2·6H2Osolution					no_hydration	high		100.0	0.0	100.0	165.0
jcm_1009_composition	20% (w/v) Glucose solution		0.1		ml			json		0							unmapped	none	20% (w/v) Glucose solution	20%(w/v)Glucosesolution		20%(w/v)Glucosesolution					no_hydration	high		100.0	0.0	100.0	1.0
jcm_1009_composition	3% (w/v) Na2S·9H2O solution		0.05		ml			json		0							unmapped	none	3% (w/v) Na2S·9H2O solution	3%(w/v)Na2S·9H2Osolution		3%(w/v)Na2S·9H2Osolution					no_hydration	high		100.0	0.0	100.0	0.5
jcm_1009_composition	KH2PO4		0.33		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	2.424866
jcm_1009_composition	L-Cysteine·HCl·H2O		0.5		g			json		0							unmapped	none	L-Cysteine·HCl·H2O	L-Cysteine·HCl·H2O		L-Cysteine·HCl·H2O					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1009_composition	Trace element solution SL-10 (see Medium No.433)		1.0		ml			json		0							unmapped	none	Trace element solution SL-10 (see Medium No.433)	TraceelementsolutionSL-10(seeMediumNo.433)		TraceelementsolutionSL-10(seeMediumNo.433)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1009_composition	Tryptone (BD-Difco)		3.0		g			json		0							unmapped	none	Tryptone (BD-Difco)	Tryptone(BD-Difco)		Tryptone(BD-Difco)					no_hydration	high		100.0	0.0	100.0	30.0
jcm_1009_composition	Yeast extract (BD-Difco)		0.5		g			json		0							unmapped	none	Yeast extract (BD-Difco)	Yeastextract(BD-Difco)		Yeastextract(BD-Difco)					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1011_composition	SW-25 solution (see below)		300.0		ml			json		0							unmapped	none	SW-25 solution (see below)	SW-25solution(seebelow)		SW-25solution(seebelow)					no_hydration	high		100.0	0.0	100.0	3000.0
jcm_1011_composition	Yeast extract (BD-Difco)		5.0		g			json		0							unmapped	none	Yeast extract (BD-Difco)	Yeastextract(BD-Difco)		Yeastextract(BD-Difco)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1012_composition	1 M FeSO4solution (pH 2.0)		5.0		ml			json		0							unmapped	none	1 M FeSO4solution (pH 2.0)	1MFeSO4solution(pH2.0)		1MFeSO4solution(pH2.0)					no_hydration	high		100.0	0.0	100.0	50.0
jcm_1012_composition	Ni-Se-W solution (see Medium No.244)		10.0		ml			json		0							unmapped	none	Ni-Se-W solution (see Medium No.244)	Ni-Se-Wsolution(seeMediumNo.244)		Ni-Se-Wsolution(seeMediumNo.244)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1012_composition	UBS solution (see Medium No.729)		100.0		ml			json		0							unmapped	none	UBS solution (see Medium No.729)	UBSsolution(seeMediumNo.729)		UBSsolution(seeMediumNo.729)					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1013_composition	Basal medium (see below)		950.0		ml			json		0							unmapped	none	Basal medium (see below)	Basalmedium(seebelow)		Basalmedium(seebelow)					no_hydration	high		100.0	0.0	100.0	9500.0
jcm_1013_composition	KH2PO4		1.4		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	10.28731
jcm_1013_composition	NaHCO3(5%, w/v)		30.0		ml			json		0							unmapped	none	NaHCO3(5%, w/v)	NaHCO3(5%,w/v)		NaHCO3(5%,w/v)					no_hydration	high		100.0	0.0	100.0	300.0
jcm_1013_composition	Sucrose (20%, w/v)		10.0		ml			json		0							unmapped	none	Sucrose (20%, w/v)	Sucrose(20%,w/v)		Sucrose(20%,w/v)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1013_composition	Trace element solution SL-10 (see Medium No.433)		1.0		ml			json		0							unmapped	none	Trace element solution SL-10 (see Medium No.433)	TraceelementsolutionSL-10(seeMediumNo.433)		TraceelementsolutionSL-10(seeMediumNo.433)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1014_composition	130 mM FeCl2solution		10.0		ml			json		0							unmapped	none	130 mM FeCl2solution	130mMFeCl2solution		130mMFeCl2solution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1014_composition	25 mM L-Cysteine·HCI solution		10.0		ml			json		0							unmapped	none	25 mM L-Cysteine·HCI solution	25mML-Cysteine·HCIsolution		25mML-Cysteine·HCIsolution					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1014_composition	CoSO4·7H2O		0.01		g			json		0							unmapped	none	CoSO4·7H2O	CoSO4·7H2O		CoSO4·7H2O					no_hydration	high		100.0	0.0	100.0	0.1
jcm_1014_composition	Iron(III) citrate solution (see below)		100.0		ml			json		0							unmapped	none	Iron(III) citrate solution (see below)	Iron(III)citratesolution(seebelow)		Iron(III)citratesolution(seebelow)					no_hydration	high		100.0	0.0	100.0	1000.0
jcm_1014_composition	KH2PO4		3.0		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	22.044235
jcm_1015_composition	Marine agar 2216 (see Medium No.118)		1.0		L			json		0							unmapped	none	Marine agar 2216 (see Medium No.118)	Marineagar2216(seeMediumNo.118)		Marineagar2216(seeMediumNo.118)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1016_composition	Base Medium 118		1.0		reference			json		0							unmapped	none	Base Medium 118	BaseMedium118		BaseMedium118					no_hydration	high		100.0	0.0	100.0	10.0
jcm_1017_composition	5% Na2S·9H2O solution (neutralized)		6.0		ml			json		0							unmapped	none	5% Na2S·9H2O solution (neutralized)	5%Na2S·9H2Osolution(neutralized)		5%Na2S·9H2Osolution(neutralized)					no_hydration	high		100.0	0.0	100.0	60.0
jcm_1017_composition	Archaeal culture filtrate (see below)		10.0		ml			json		0							unmapped	none	Archaeal culture filtrate (see below)	Archaealculturefiltrate(seebelow)		Archaealculturefiltrate(seebelow)					no_hydration	high		100.0	0.0	100.0	100.0
jcm_1017_composition	KH2PO4		0.33		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	2.424866
jcm_1017_composition	Trypticase peptone (BD-BBL)		0.5		g			json		0							unmapped	none	Trypticase peptone (BD-BBL)	Trypticasepeptone(BD-BBL)		Trypticasepeptone(BD-BBL)					no_hydration	high		100.0	0.0	100.0	5.0
jcm_1017_composition	Yeast extract (Oxoid)		0.1		g			json		0							unmapped	none	Yeast extract (Oxoid)	Yeastextract(Oxoid)		Yeastextract(Oxoid)					no_hydration	high		100.0	0.0	100.0	1.0
jcm_1019_composition	Modified MJ synthetic seawater B (see Medium No.892)		1.0		L			json		0							unmapped	none	Modified MJ synthetic seawater B (see Medium No.892)	ModifiedMJsyntheticseawaterB(seeMediumNo.892)		ModifiedMJsyntheticseawaterB(seeMediumNo.892)					no_hydration	high		100.0	0.0	100.0	10.0
jcm_101_composition	KH2PO4		0.6		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	4.408847
jcm_1020_composition	5% Na2S·9H2O (autoclaved)		5.0		ml			json		0							unmapped	none	5% Na2S·9H2O (autoclaved)	5%Na2S·9H2O(autoclaved)		5%Na2S·9H2O(autoclaved)					no_hydration	high		100.0	0.0	100.0	50.0
